page_image,date_range_visible,date,day_of_week,banking_public_deposits,banking_other_deposits,banking_seven_day_bills,banking_govt_securities,banking_other_securities,banking_discounts,banking_advances,banking_reserve_notes_coin,banking_total_assets,reserve_proportion,issue_notes_total,issue_bullion_total,issue_govt_securities,issue_other_securities,ops_london_discounts,ops_country_discounts,ops_total_discounts,ops_london_advances,ops_country_advances,ops_total_advances,clearing_house_total,minimum_discount_rate,confidence,notes,balances_columns_count,operations_columns_count,page_notes
C1-38_073,1890-12-10 to 1890-12-16 (Balances); 1890-12-11 to 1890-12-17 (Operations),1890-12-17,Wednesday,,,,,,,,,,,,,,,3.0,28.0,,,389.0,401.0,19601.0,5,medium,Wednesday 17 only appears on Operations side (no balances column).,6,6,"Minimum Rate of Discount: 5%. Balances cover Wed 10 Dec - Tue 16 Dec 1890; Operations cover Thu 11 - Wed 17 Dec 1890. Red-ink marginal annotations show variations from previous Wednesday and bullion movements (e.g. 'Fm Rio', 'Fm Portugal', 'B Ayres 20', 'Paris 5', 'To Brazil 50', 'Fm Scotland 100', 'Fm Ireland 76', 'Imports 592', 'Exports 69', 'Total Increase 504/834'). Issue Dept govt/other securities rows not separately broken out on this page."
C1-38_074,1890-12-17 to 1890-12-23 (Balances); 1890-12-18 to 1890-12-24 (Operations),1890-12-17,Wednesday,2466.0,18390.0,163.0,9625.0,10734.0,2626.0,9299.0,16763.0,55507.0,44.4,39859.0,23409.0,,,,,,,,,,5,medium,Wednesday 17 Dec is on Balances side only; Operations columns start Thursday 18.,6,6,"Minimum Rate of Discount 5%. Balances side covers Wed 17 Dec to Tue 23 Dec 1890; Operations side shifted one day, covering Thu 18 Dec to Wed 24 Dec 1890. Right-hand 'Week's Total' column present. Marginal annotations note bullion imports from Paris, S. America, Brazil, Australia, Scotland; total decrease for week 724. Numerous figures legible only at low confidence due to image resolution; Issue Dept government/other securities rows not clearly separated on this page."
C1-38_074,1890-12-17 to 1890-12-23 (Balances); 1890-12-18 to 1890-12-24 (Operations),1890-12-18,Thursday,2484.0,18285.0,15.0,9625.0,10734.0,2578.0,9352.0,16541.0,55296.0,44.1,39774.0,23354.0,,,5.0,9.0,14.0,254.0,139.0,393.0,18576.0,5,medium,,6,6,"Minimum Rate of Discount 5%. Balances side covers Wed 17 Dec to Tue 23 Dec 1890; Operations side shifted one day, covering Thu 18 Dec to Wed 24 Dec 1890. Right-hand 'Week's Total' column present. Marginal annotations note bullion imports from Paris, S. America, Brazil, Australia, Scotland; total decrease for week 724. Numerous figures legible only at low confidence due to image resolution; Issue Dept government/other securities rows not clearly separated on this page."
C1-38_074,1890-12-17 to 1890-12-23 (Balances); 1890-12-18 to 1890-12-24 (Operations),1890-12-19,Friday,2577.0,18345.0,15.0,9625.0,10734.0,2428.0,9460.0,16030.0,54869.0,43.2,39674.0,23225.0,,,7.0,66.0,73.0,297.0,85.0,382.0,21815.0,5,medium,,6,6,"Minimum Rate of Discount 5%. Balances side covers Wed 17 Dec to Tue 23 Dec 1890; Operations side shifted one day, covering Thu 18 Dec to Wed 24 Dec 1890. Right-hand 'Week's Total' column present. Marginal annotations note bullion imports from Paris, S. America, Brazil, Australia, Scotland; total decrease for week 724. Numerous figures legible only at low confidence due to image resolution; Issue Dept government/other securities rows not clearly separated on this page."
C1-38_074,1890-12-17 to 1890-12-23 (Balances); 1890-12-18 to 1890-12-24 (Operations),1890-12-20,Saturday,2784.0,17759.0,15.0,9625.0,10723.0,2306.0,9454.0,16147.0,54595.0,43.8,39558.0,23108.0,,,21.0,50.0,71.0,6.0,204.0,210.0,19535.0,5,medium,,6,6,"Minimum Rate of Discount 5%. Balances side covers Wed 17 Dec to Tue 23 Dec 1890; Operations side shifted one day, covering Thu 18 Dec to Wed 24 Dec 1890. Right-hand 'Week's Total' column present. Marginal annotations note bullion imports from Paris, S. America, Brazil, Australia, Scotland; total decrease for week 724. Numerous figures legible only at low confidence due to image resolution; Issue Dept government/other securities rows not clearly separated on this page."
C1-38_074,1890-12-17 to 1890-12-23 (Balances); 1890-12-18 to 1890-12-24 (Operations),1890-12-22,Monday,3004.0,18248.0,15.0,9625.0,10723.0,2319.0,9506.0,15877.0,54426.0,43.5,39585.0,23135.0,,,65.0,36.0,101.0,103.0,4.0,98.0,19837.0,5,low,ops_total_advances unclear; may be 98 or other.,6,6,"Minimum Rate of Discount 5%. Balances side covers Wed 17 Dec to Tue 23 Dec 1890; Operations side shifted one day, covering Thu 18 Dec to Wed 24 Dec 1890. Right-hand 'Week's Total' column present. Marginal annotations note bullion imports from Paris, S. America, Brazil, Australia, Scotland; total decrease for week 724. Numerous figures legible only at low confidence due to image resolution; Issue Dept government/other securities rows not clearly separated on this page."
C1-38_074,1890-12-17 to 1890-12-23 (Balances); 1890-12-18 to 1890-12-24 (Operations),1890-12-23,Tuesday,3223.0,17905.0,15.0,9625.0,10722.0,2331.0,9533.0,15402.0,54072.0,42.4,39369.0,22919.0,,,46.0,106.0,152.0,100.0,89.0,106.0,20162.0,5,low,ops_total_advances reading uncertain.,6,6,"Minimum Rate of Discount 5%. Balances side covers Wed 17 Dec to Tue 23 Dec 1890; Operations side shifted one day, covering Thu 18 Dec to Wed 24 Dec 1890. Right-hand 'Week's Total' column present. Marginal annotations note bullion imports from Paris, S. America, Brazil, Australia, Scotland; total decrease for week 724. Numerous figures legible only at low confidence due to image resolution; Issue Dept government/other securities rows not clearly separated on this page."
C1-38_074,1890-12-17 to 1890-12-23 (Balances); 1890-12-18 to 1890-12-24 (Operations),1890-12-24,Wednesday,,,,,,,,,,,,,,,10.0,121.0,131.0,242.0,58.0,197.0,23468.0,5,low,Wednesday 24 Dec only appears on Operations side.,6,6,"Minimum Rate of Discount 5%. Balances side covers Wed 17 Dec to Tue 23 Dec 1890; Operations side shifted one day, covering Thu 18 Dec to Wed 24 Dec 1890. Right-hand 'Week's Total' column present. Marginal annotations note bullion imports from Paris, S. America, Brazil, Australia, Scotland; total decrease for week 724. Numerous figures legible only at low confidence due to image resolution; Issue Dept government/other securities rows not clearly separated on this page."
C1-38_075,1890-12-24 to 1890-12-30,1890-12-24,Wednesday,,17325.0,161.0,9625.0,10720.0,,,14895.0,53636.0,41.8,39099.0,22849.0,,,,,,,,,,5,medium,"Exchequer 3392; Other Public Deposits 1066; Council of India 623; Supreme Court 288; Bankers 12926; Audit Roll 54; Capital & Rest 17801; Deposits Total 35674; Discounts London 2563, Country 2508; Advances London 9634, Country 2752; Unproductive Securities 723; Securities Total 38741; Notes 14206; Gold Coin 487; Silver Coin 202; Total Bullion 23388; London Silver 82",6,6,"Header: Minimum Rate of Discount 5%. Spread covers Wed 24 Dec to Tue 30 Dec 1890 on Balances side; Operations side covers Thu 25 Dec to Wed 31 Dec 1890 plus Week's Total column. Thursday 25 Dec marked 'Christmas Day' and Friday 26 Dec marked 'Bank Holiday' - columns blank. Red ink annotations on Operations side note 'Imports 296' / 'Exports 45' / 'Net increase' for coin, and notations 'For Australia', 'For Lisbon etc', 'For Malta etc', 'For Ireland', 'To Rio 45'. Many cells have small handwriting that I could not confidently parse (especially the Operations Discounts and Advances sub-totals broken into L/B/S/C categories). The 'banking_advances' and 'banking_discounts' row totals are split across multiple sub-rows (London/Country) so I have not aggregated them. Public Deposits total shown as 5423 (sum on left margin)."
C1-38_075,1890-12-24 to 1890-12-30,1890-12-25,Thursday,,,,,,,,,,,,,,,,,,,,,,5,high,Christmas Day - no entries,6,6,"Header: Minimum Rate of Discount 5%. Spread covers Wed 24 Dec to Tue 30 Dec 1890 on Balances side; Operations side covers Thu 25 Dec to Wed 31 Dec 1890 plus Week's Total column. Thursday 25 Dec marked 'Christmas Day' and Friday 26 Dec marked 'Bank Holiday' - columns blank. Red ink annotations on Operations side note 'Imports 296' / 'Exports 45' / 'Net increase' for coin, and notations 'For Australia', 'For Lisbon etc', 'For Malta etc', 'For Ireland', 'To Rio 45'. Many cells have small handwriting that I could not confidently parse (especially the Operations Discounts and Advances sub-totals broken into L/B/S/C categories). The 'banking_advances' and 'banking_discounts' row totals are split across multiple sub-rows (London/Country) so I have not aggregated them. Public Deposits total shown as 5423 (sum on left margin)."
C1-38_075,1890-12-24 to 1890-12-30,1890-12-26,Friday,,,,,,,,,,,,,,,,,,,,,,5,high,Bank Holiday - no entries,6,6,"Header: Minimum Rate of Discount 5%. Spread covers Wed 24 Dec to Tue 30 Dec 1890 on Balances side; Operations side covers Thu 25 Dec to Wed 31 Dec 1890 plus Week's Total column. Thursday 25 Dec marked 'Christmas Day' and Friday 26 Dec marked 'Bank Holiday' - columns blank. Red ink annotations on Operations side note 'Imports 296' / 'Exports 45' / 'Net increase' for coin, and notations 'For Australia', 'For Lisbon etc', 'For Malta etc', 'For Ireland', 'To Rio 45'. Many cells have small handwriting that I could not confidently parse (especially the Operations Discounts and Advances sub-totals broken into L/B/S/C categories). The 'banking_advances' and 'banking_discounts' row totals are split across multiple sub-rows (London/Country) so I have not aggregated them. Public Deposits total shown as 5423 (sum on left margin)."
C1-38_075,1890-12-24 to 1890-12-30,1890-12-27,Saturday,,17764.0,15.0,9625.0,10720.0,,,15161.0,53510.0,42.4,38990.0,22540.0,,,539.0,26.0,183.0,431.0,108.0,230.0,25999.0,5,medium,"Exchequer 3498; Other Public Deposits 1291; Council of India 536; Supreme Court 290; Bankers 12147; Audit Roll 53; Capital & Rest 17801; Deposits Total 35559; Discounts Country 2446; Advances London 9363, Country 3850/2753; Unproductive Securities 589; Securities Total 38349; Notes 14456; Gold Coin 511; Silver Coin 194; Total Bullion 23245; London Silver 73",6,6,"Header: Minimum Rate of Discount 5%. Spread covers Wed 24 Dec to Tue 30 Dec 1890 on Balances side; Operations side covers Thu 25 Dec to Wed 31 Dec 1890 plus Week's Total column. Thursday 25 Dec marked 'Christmas Day' and Friday 26 Dec marked 'Bank Holiday' - columns blank. Red ink annotations on Operations side note 'Imports 296' / 'Exports 45' / 'Net increase' for coin, and notations 'For Australia', 'For Lisbon etc', 'For Malta etc', 'For Ireland', 'To Rio 45'. Many cells have small handwriting that I could not confidently parse (especially the Operations Discounts and Advances sub-totals broken into L/B/S/C categories). The 'banking_advances' and 'banking_discounts' row totals are split across multiple sub-rows (London/Country) so I have not aggregated them. Public Deposits total shown as 5423 (sum on left margin)."
C1-38_075,1890-12-24 to 1890-12-30,1890-12-29,Monday,,18532.0,15.0,9625.0,10720.0,,,15323.0,55188.0,40.9,39254.0,22804.0,,,1532.0,10.0,70.0,1172.0,120.0,1422.0,24755.0,5,medium,"Exchequer 3328; Other Public Deposits 1339; Council of India 545; Supreme Court 322; Bankers 13118; Audit Roll 53; Capital & Rest 17801; Deposits Total 37232; Discounts London 2243; Country 2469; Advances London 11186, Country 4125; Unproductive Securities 589; Securities Total 39865; Notes 14536; Gold Coin 565; Silver Coin 222; Total Bullion 23591; London Silver 62",6,6,"Header: Minimum Rate of Discount 5%. Spread covers Wed 24 Dec to Tue 30 Dec 1890 on Balances side; Operations side covers Thu 25 Dec to Wed 31 Dec 1890 plus Week's Total column. Thursday 25 Dec marked 'Christmas Day' and Friday 26 Dec marked 'Bank Holiday' - columns blank. Red ink annotations on Operations side note 'Imports 296' / 'Exports 45' / 'Net increase' for coin, and notations 'For Australia', 'For Lisbon etc', 'For Malta etc', 'For Ireland', 'To Rio 45'. Many cells have small handwriting that I could not confidently parse (especially the Operations Discounts and Advances sub-totals broken into L/B/S/C categories). The 'banking_advances' and 'banking_discounts' row totals are split across multiple sub-rows (London/Country) so I have not aggregated them. Public Deposits total shown as 5423 (sum on left margin)."
C1-38_075,1890-12-24 to 1890-12-30,1890-12-30,Tuesday,,15753.0,15.0,9625.0,10720.0,,,15127.0,56638.0,38.9,39205.0,22755.0,,,1933.0,5.0,30.0,1385.0,273.0,1520.0,47898.0,5,medium,"Exchequer 3195; Other Public Deposits 1360; Council of India 3838; Supreme Court 320; Bankers 14171; Audit Roll 50; Capital & Rest 17801; Deposits Total 38687; Discounts London 2336, Country 2497; Advances London 12669, Country 4125/2829; Unproductive Securities 594; Securities Total 41511; Notes 14308; Gold Coin 603; Silver Coin 216; Total Bullion 23574; London Silver 69",6,6,"Header: Minimum Rate of Discount 5%. Spread covers Wed 24 Dec to Tue 30 Dec 1890 on Balances side; Operations side covers Thu 25 Dec to Wed 31 Dec 1890 plus Week's Total column. Thursday 25 Dec marked 'Christmas Day' and Friday 26 Dec marked 'Bank Holiday' - columns blank. Red ink annotations on Operations side note 'Imports 296' / 'Exports 45' / 'Net increase' for coin, and notations 'For Australia', 'For Lisbon etc', 'For Malta etc', 'For Ireland', 'To Rio 45'. Many cells have small handwriting that I could not confidently parse (especially the Operations Discounts and Advances sub-totals broken into L/B/S/C categories). The 'banking_advances' and 'banking_discounts' row totals are split across multiple sub-rows (London/Country) so I have not aggregated them. Public Deposits total shown as 5423 (sum on left margin)."
C1-38_076,1890-12-31 (Wednesday only),1890-12-31,Wednesday,,17708.0,178.0,9625.0,10720.0,,,14802.0,57787.0,37.0,39193.0,22743.0,,,,,,,,,,5,medium,"Only the Wednesday column is filled in. Public deposits broken out: Exchequer 2028, Other Public Deposits 2446, Council of India 2000, Supreme Court 303; Bankers 15283, Other Private Deposits 17708. Deposits Total 39815. Capital & Rest 17794 (read as '717794' but likely 17794). Treasury Bills 181. Discounts London 2313, Country 2562. Advances London 13885 (with red correction 4125), Country 3109 (red +400). Unproductive Securities 590. Securities Total 42985. Cash in Notes 14079, Gold Coin 511, Silver Coin 212. Total Bullion variation +128, value 23466. London Silver Available 67. Many handwritten variation figures in left margin not transcribed.",1,0,"Page shows only one day's column filled (Wednesday 31 December 1890); remaining day columns (Thursday-Tuesday) blank. Minimum Rate of Discount shown as 5% (written '5/0' or '5%'). Left margin contains variation/summary figures (e.g. +1401, +2740 for public/private deposit changes; +104, +4608 for securities). Red-ink corrections visible on Advances Country (+400) and London (4125). Operations (right) page entirely blank."
